Local time,Open,High,Low,Close,Volume
25.08.2015 23:00:00.000 GMT+0200,0.93885,0.95515,0.93834,0.95470,127719.6495
26.08.2015 23:00:00.000 GMT+0200,0.95459,0.96718,0.95120,0.96618,105473.21860000001
27.08.2015 23:00:00.000 GMT+0200,0.96604,0.96661,0.95780,0.96238,96566.8601
28.08.2015 23:00:00.000 GMT+0200,0.96238,0.96238,0.96238,0.96238,0
29.08.2015 23:00:00.000 GMT+0200,0.96238,0.96238,0.96238,0.96238,0
30.08.2015 23:00:00.000 GMT+0200,0.96121,0.96897,0.95866,0.96724,72579.95980000001
31.08.2015 23:00:00.000 GMT+0200,0.96714,0.96734,0.95688,0.95856,101690.31919999998
01.09.2015 23:00:00.000 GMT+0200,0.95834,0.96996,0.95695,0.96893,77304.84989999999
02.09.2015 23:00:00.000 GMT+0200,0.96894,0.97702,0.96820,0.97324,81724.93989999997
03.09.2015 23:00:00.000 GMT+0200,0.97317,0.97696,0.96833,0.97113,77457.4895
04.09.2015 23:00:00.000 GMT+0200,0.97113,0.97113,0.97113,0.97113,0
05.09.2015 23:00:00.000 GMT+0200,0.97113,0.97113,0.97113,0.97113,0
06.09.2015 23:00:00.000 GMT+0200,0.97129,0.97635,0.97069,0.97471,67878.7703
07.09.2015 23:00:00.000 GMT+0200,0.97443,0.98210,0.96991,0.97907,72103.71909999997
08.09.2015 23:00:00.000 GMT+0200,0.97907,0.98236,0.97160,0.97522,80943.94039999999
09.09.2015 23:00:00.000 GMT+0200,0.97486,0.97927,0.97011,0.97303,82227.1694
10.09.2015 23:00:00.000 GMT+0200,0.97298,0.97961,0.96815,0.96869,72716.9697
11.09.2015 23:00:00.000 GMT+0200,0.96869,0.96869,0.96869,0.96869,0
12.09.2015 23:00:00.000 GMT+0200,0.96869,0.96869,0.96869,0.96869,0
13.09.2015 23:00:00.000 GMT+0200,0.96893,0.97190,0.96671,0.96826,55581.8696
14.09.2015 23:00:00.000 GMT+0200,0.96816,0.97632,0.96699,0.97380,56146.9697
15.09.2015 23:00:00.000 GMT+0200,0.97358,0.97622,0.96693,0.97106,70438.5702
16.09.2015 23:00:00.000 GMT+0200,0.97101,0.97242,0.95910,0.95935,81781.44940000001
17.09.2015 23:00:00.000 GMT+0200,0.95924,0.97049,0.95274,0.96795,88749.32039999998
18.09.2015 23:00:00.000 GMT+0200,0.96795,0.96795,0.96795,0.96795,0
19.09.2015 23:00:00.000 GMT+0200,0.96795,0.96795,0.96795,0.96795,0
20.09.2015 23:00:00.000 GMT+0200,0.96715,0.97398,0.96425,0.97159,70148.58009999999
21.09.2015 23:00:00.000 GMT+0200,0.97160,0.97531,0.97072,0.97512,64425.459500000004
22.09.2015 23:00:00.000 GMT+0200,0.97513,0.98008,0.97352,0.97946,71505.97050000001
23.09.2015 23:00:00.000 GMT+0200,0.97944,0.98035,0.96674,0.97493,72142.92950000001
24.09.2015 23:00:00.000 GMT+0200,0.97493,0.98432,0.97431,0.97839,75915.9198
25.09.2015 23:00:00.000 GMT+0200,0.97839,0.97839,0.97839,0.97839,0
26.09.2015 23:00:00.000 GMT+0200,0.97839,0.97839,0.97839,0.97839,0
27.09.2015 23:00:00.000 GMT+0200,0.97657,0.98157,0.97216,0.97358,67205.23010000002
28.09.2015 23:00:00.000 GMT+0200,0.97359,0.97489,0.96869,0.97159,85930.8296
29.09.2015 23:00:00.000 GMT+0200,0.97090,0.97756,0.97059,0.97301,78838.51950000002
30.09.2015 23:00:00.000 GMT+0200,0.97291,0.97884,0.97217,0.97714,70499.7501
01.10.2015 23:00:00.000 GMT+0200,0.97705,0.97944,0.96443,0.97114,75456.92970000001
02.10.2015 23:00:00.000 GMT+0200,0.97114,0.97114,0.97114,0.97114,0
03.10.2015 23:00:00.000 GMT+0200,0.97114,0.97114,0.97114,0.97114,0
04.10.2015 23:00:00.000 GMT+0200,0.97085,0.97672,0.96856,0.97532,69110.20019999999
05.10.2015 23:00:00.000 GMT+0200,0.97532,0.97669,0.96642,0.96655,57641.47019999999
06.10.2015 23:00:00.000 GMT+0200,0.96654,0.97393,0.96476,0.97351,78272.7201
07.10.2015 23:00:00.000 GMT+0200,0.97348,0.97367,0.96226,0.96591,73056.7605
08.10.2015 23:00:00.000 GMT+0200,0.96591,0.96754,0.95862,0.96136,72095.33970000001
09.10.2015 23:00:00.000 GMT+0200,0.96136,0.96136,0.96136,0.96136,0
10.10.2015 23:00:00.000 GMT+0200,0.96136,0.96136,0.96136,0.96136,0
11.10.2015 23:00:00.000 GMT+0200,0.96074,0.96302,0.95948,0.96268,53689.299600000006
12.10.2015 23:00:00.000 GMT+0200,0.96268,0.96456,0.95544,0.95772,59492.790199999996
13.10.2015 23:00:00.000 GMT+0200,0.95766,0.95849,0.94834,0.94933,62972.969699999994
14.10.2015 23:00:00.000 GMT+0200,0.94910,0.95524,0.94756,0.95051,66271.1994
15.10.2015 23:00:00.000 GMT+0200,0.95027,0.95533,0.94969,0.95304,56583.830599999994
16.10.2015 23:00:00.000 GMT+0200,0.95304,0.95304,0.95304,0.95304,0
17.10.2015 23:00:00.000 GMT+0200,0.95304,0.95304,0.95304,0.95304,0
18.10.2015 23:00:00.000 GMT+0200,0.95240,0.95779,0.95067,0.95606,49058.7104
19.10.2015 23:00:00.000 GMT+0200,0.95621,0.95705,0.94937,0.95608,51240.3801
20.10.2015 23:00:00.000 GMT+0200,0.95605,0.96104,0.95275,0.95938,57199.169200000004
21.10.2015 23:00:00.000 GMT+0200,0.95934,0.97384,0.95797,0.97307,80059.08999999998
22.10.2015 23:00:00.000 GMT+0200,0.97301,0.98002,0.97114,0.97813,79193.72059999999
23.10.2015 23:00:00.000 GMT+0200,0.97813,0.97813,0.97813,0.97813,0
24.10.2015 23:00:00.000 GMT+0200,0.97813,0.97813,0.97813,0.97813,0
25.10.2015 22:00:00.000 GMT+0100,0.97889,0.98387,0.97566,0.98348,63979.18969999999
26.10.2015 22:00:00.000 GMT+0100,0.98340,0.98736,0.98052,0.98598,60617.390300000014
27.10.2015 22:00:00.000 GMT+0100,0.98599,0.99566,0.98194,0.99420,70625.2405
28.10.2015 22:00:00.000 GMT+0100,0.99409,0.99554,0.98850,0.98945,75455.15970000002
29.10.2015 22:00:00.000 GMT+0100,0.98941,0.99101,0.98452,0.98767,84124.30939999998
30.10.2015 22:00:00.000 GMT+0100,0.98767,0.98767,0.98767,0.98767,0
31.10.2015 22:00:00.000 GMT+0100,0.98767,0.98767,0.98740,0.98740,0
01.11.2015 23:00:00.000 GMT+0100,0.98527,0.98915,0.98357,0.98625,56699.3002
02.11.2015 23:00:00.000 GMT+0100,0.98597,0.99249,0.98292,0.99076,54897.630099999995
03.11.2015 23:00:00.000 GMT+0100,0.99076,0.99511,0.98848,0.99321,67119.18029999999
04.11.2015 23:00:00.000 GMT+0100,0.99316,0.99786,0.99213,0.99514,68964.8898
05.11.2015 23:00:00.000 GMT+0100,0.99506,1.00760,0.99438,1.00479,80654.2505
06.11.2015 23:00:00.000 GMT+0100,1.00479,1.00479,1.00479,1.00479,0
07.11.2015 23:00:00.000 GMT+0100,1.00479,1.00479,1.00479,1.00479,0
08.11.2015 23:00:00.000 GMT+0100,1.00434,1.00613,0.99972,1.00343,71478.9502
09.11.2015 23:00:00.000 GMT+0100,1.00338,1.00861,1.00194,1.00629,74988.72069999998
10.11.2015 23:00:00.000 GMT+0100,1.00625,1.00717,1.00286,1.00433,66014.28
11.11.2015 23:00:00.000 GMT+0100,1.00431,1.00851,0.99889,0.99979,84575.44089999997
12.11.2015 23:00:00.000 GMT+0100,0.99971,1.00945,0.99971,1.00575,81047.7789
13.11.2015 23:00:00.000 GMT+0100,1.00575,1.00575,1.00575,1.00575,0
14.11.2015 23:00:00.000 GMT+0100,1.00575,1.00575,1.00575,1.00575,0
15.11.2015 23:00:00.000 GMT+0100,1.00628,1.01026,1.00436,1.00961,75926.3999
16.11.2015 23:00:00.000 GMT+0100,1.00958,1.01705,1.00919,1.01451,80253.50939999998
17.11.2015 23:00:00.000 GMT+0100,1.01455,1.02190,1.01275,1.01973,75593.18079999999
18.11.2015 23:00:00.000 GMT+0100,1.01975,1.02013,1.01215,1.01266,86932.63100000001
19.11.2015 23:00:00.000 GMT+0100,1.01252,1.01976,1.01218,1.01833,79932.94020000001
20.11.2015 23:00:00.000 GMT+0100,1.01833,1.01833,1.01833,1.01833,0
21.11.2015 23:00:00.000 GMT+0100,1.01833,1.01833,1.01833,1.01833,0
22.11.2015 23:00:00.000 GMT+0100,1.01946,1.02257,1.01752,1.01804,74602.89949999998
23.11.2015 23:00:00.000 GMT+0100,1.01805,1.01936,1.01438,1.01665,76113.01989999998
24.11.2015 23:00:00.000 GMT+0100,1.01656,1.02595,1.01434,1.02150,87096.5495
25.11.2015 23:00:00.000 GMT+0100,1.02122,1.02528,1.02040,1.02368,57638.099600000016
26.11.2015 23:00:00.000 GMT+0100,1.02366,1.03277,1.02255,1.02896,78901.65029999998
27.11.2015 23:00:00.000 GMT+0100,1.02896,1.02896,1.02896,1.02896,0
28.11.2015 23:00:00.000 GMT+0100,1.02896,1.02896,1.02896,1.02896,0
29.11.2015 23:00:00.000 GMT+0100,1.02987,1.03197,1.02579,1.02890,70747.42009999999
30.11.2015 23:00:00.000 GMT+0100,1.02888,1.03015,1.02534,1.02583,78992.46979999999
01.12.2015 23:00:00.000 GMT+0100,1.02574,1.03071,1.01791,1.01832,93431.65970000002
02.12.2015 23:00:00.000 GMT+0100,1.01817,1.02675,0.98748,0.99325,127950.3909
03.12.2015 23:00:00.000 GMT+0100,0.99319,1.00341,0.99110,0.99572,133586.52850000001
04.12.2015 23:00:00.000 GMT+0100,0.99572,0.99572,0.99572,0.99572,0
05.12.2015 23:00:00.000 GMT+0100,0.99572,0.99572,0.99572,0.99572,0
06.12.2015 23:00:00.000 GMT+0100,0.99701,1.00313,0.99606,0.99993,90126.03000000001
07.12.2015 23:00:00.000 GMT+0100,0.99979,1.00098,0.99169,0.99230,91375.7399
08.12.2015 23:00:00.000 GMT+0100,0.99229,0.99441,0.98198,0.98306,91132.0205
09.12.2015 23:00:00.000 GMT+0100,0.98306,0.99076,0.98275,0.98757,81630.56070000002
10.12.2015 23:00:00.000 GMT+0100,0.98738,0.98982,0.98029,0.98248,92337.05930000001
11.12.2015 23:00:00.000 GMT+0100,0.98248,0.98248,0.98248,0.98248,0
12.12.2015 23:00:00.000 GMT+0100,0.98248,0.98248,0.98248,0.98248,0
13.12.2015 23:00:00.000 GMT+0100,0.98348,0.98721,0.97860,0.98502,102681.25019999998
14.12.2015 23:00:00.000 GMT+0100,0.98507,0.99243,0.97982,0.99125,97954.16020000001
15.12.2015 23:00:00.000 GMT+0100,0.99106,0.99198,0.98095,0.99008,109275.35910000002
16.12.2015 23:00:00.000 GMT+0100,0.99000,0.99908,0.98671,0.99594,89999.1002
17.12.2015 23:00:00.000 GMT+0100,0.99590,0.99754,0.99140,0.99165,84455.5796
18.12.2015 23:00:00.000 GMT+0100,0.99165,0.99165,0.99165,0.99165,0
19.12.2015 23:00:00.000 GMT+0100,0.99165,0.99165,0.99165,0.99165,0
20.12.2015 23:00:00.000 GMT+0100,0.99186,0.99680,0.98970,0.99230,74893.59009999999
21.12.2015 23:00:00.000 GMT+0100,0.99207,0.99369,0.98569,0.98678,61040.4
22.12.2015 23:00:00.000 GMT+0100,0.98677,0.99446,0.98552,0.99040,55418.45
23.12.2015 23:00:00.000 GMT+0100,0.99041,0.99150,0.98523,0.98609,31764.829699999995
24.12.2015 23:00:00.000 GMT+0100,0.98583,0.98818,0.98517,0.98655,2273.89
25.12.2015 23:00:00.000 GMT+0100,0.98655,0.98655,0.98655,0.98655,0
26.12.2015 23:00:00.000 GMT+0100,0.98655,0.98655,0.98655,0.98655,0
27.12.2015 23:00:00.000 GMT+0100,0.98575,0.99018,0.98534,0.98803,43536.1706
28.12.2015 23:00:00.000 GMT+0100,0.98774,0.99427,0.98613,0.99298,49532.9799
29.12.2015 23:00:00.000 GMT+0100,0.99277,0.99295,0.98567,0.98863,47737.69999999999
30.12.2015 23:00:00.000 GMT+0100,0.98863,1.00286,0.98719,1.00160,48454.6095
31.12.2015 23:00:00.000 GMT+0100,1.00160,1.00160,1.00160,1.00160,0
01.01.2016 23:00:00.000 GMT+0100,1.00160,1.00160,1.00160,1.00160,0
02.01.2016 23:00:00.000 GMT+0100,1.00160,1.00160,1.00160,1.00160,0
03.01.2016 23:00:00.000 GMT+0100,1.00052,1.00625,0.99236,1.00189,82226.90020000002
04.01.2016 23:00:00.000 GMT+0100,1.00189,1.01242,1.00066,1.00855,77591.7704
05.01.2016 23:00:00.000 GMT+0100,1.00851,1.01196,1.00568,1.00715,83198.24990000001
06.01.2016 23:00:00.000 GMT+0100,1.00715,1.00797,0.99220,0.99316,100244.2803
07.01.2016 23:00:00.000 GMT+0100,0.99310,1.00516,0.99305,0.99430,109781.73980000001
08.01.2016 23:00:00.000 GMT+0100,0.99430,0.99430,0.99430,0.99430,0
09.01.2016 23:00:00.000 GMT+0100,0.99430,0.99430,0.99430,0.99430,0
10.01.2016 23:00:00.000 GMT+0100,0.99435,1.00227,0.98800,1.00133,94585.83879999998
11.01.2016 23:00:00.000 GMT+0100,1.00131,1.00461,0.99659,1.00212,95389.53029999998
12.01.2016 23:00:00.000 GMT+0100,1.00184,1.01059,1.00181,1.00584,102216.81139999998
13.01.2016 23:00:00.000 GMT+0100,1.00585,1.00917,1.00091,1.00495,114255.09959999999
14.01.2016 23:00:00.000 GMT+0100,1.00446,1.00601,0.99582,1.00085,121129.10960000001
15.01.2016 23:00:00.000 GMT+0100,1.00085,1.00085,1.00085,1.00085,0
16.01.2016 23:00:00.000 GMT+0100,1.00085,1.00085,1.00085,1.00085,0
17.01.2016 23:00:00.000 GMT+0100,1.00040,1.00723,0.99973,1.00499,59100.6596
18.01.2016 23:00:00.000 GMT+0100,1.00499,1.00815,1.00013,1.00313,100241.9511
19.01.2016 23:00:00.000 GMT+0100,1.00289,1.00573,0.99902,1.00362,131437.1412
20.01.2016 23:00:00.000 GMT+0100,1.00364,1.01463,1.00122,1.00741,148480.6795
21.01.2016 23:00:00.000 GMT+0100,1.00715,1.01655,1.00661,1.01533,110921.3406
22.01.2016 23:00:00.000 GMT+0100,1.01533,1.01533,1.01533,1.01533,0
23.01.2016 23:00:00.000 GMT+0100,1.01533,1.01533,1.01533,1.01533,0
24.01.2016 23:00:00.000 GMT+0100,1.01504,1.01673,1.01244,1.01273,97313.51049999997
25.01.2016 23:00:00.000 GMT+0100,1.01272,1.01982,1.01171,1.01666,97119.36920000002
26.01.2016 23:00:00.000 GMT+0100,1.01668,1.01885,1.01298,1.01495,113549.8209
27.01.2016 23:00:00.000 GMT+0100,1.01482,1.01771,1.01103,1.01373,110115.40049999999
28.01.2016 23:00:00.000 GMT+0100,1.01343,1.02559,1.01326,1.02244,129087.7694
29.01.2016 23:00:00.000 GMT+0100,1.02244,1.02244,1.02244,1.02244,0
30.01.2016 23:00:00.000 GMT+0100,1.02244,1.02244,1.02244,1.02244,0
31.01.2016 23:00:00.000 GMT+0100,1.02141,1.02490,1.01551,1.01966,99827.7208
01.02.2016 23:00:00.000 GMT+0100,1.01958,1.02240,1.01700,1.01819,101677.0787
02.02.2016 23:00:00.000 GMT+0100,1.01828,1.01937,0.99870,1.00410,137794.66779999997
03.02.2016 23:00:00.000 GMT+0100,1.00407,1.00735,0.99213,0.99299,161689.15
04.02.2016 23:00:00.000 GMT+0100,0.99298,0.99848,0.98810,0.99059,141476.8003
05.02.2016 23:00:00.000 GMT+0100,0.99059,0.99059,0.99059,0.99059,0
06.02.2016 23:00:00.000 GMT+0100,0.99059,0.99059,0.99059,0.99059,0
07.02.2016 23:00:00.000 GMT+0100,0.99186,0.99726,0.98405,0.98697,162257.77039999995
08.02.2016 23:00:00.000 GMT+0100,0.98681,0.98737,0.96946,0.97277,190969.7489
09.02.2016 23:00:00.000 GMT+0100,0.97277,0.98190,0.97093,0.97357,194857.57100000003
10.02.2016 23:00:00.000 GMT+0100,0.97357,0.97618,0.96606,0.97227,196876.75969999997
11.02.2016 23:00:00.000 GMT+0100,0.97227,0.97904,0.97132,0.97644,138252.31
12.02.2016 23:00:00.000 GMT+0100,0.97644,0.97644,0.97644,0.97644,0
13.02.2016 23:00:00.000 GMT+0100,0.97644,0.97644,0.97644,0.97644,0
14.02.2016 23:00:00.000 GMT+0100,0.97673,0.98888,0.97636,0.98674,102280.71049999999
15.02.2016 23:00:00.000 GMT+0100,0.98672,0.98958,0.98467,0.98840,129351.92910000001
16.02.2016 23:00:00.000 GMT+0100,0.98835,0.99414,0.98531,0.99240,130812.6604
17.02.2016 23:00:00.000 GMT+0100,0.99227,0.99683,0.99039,0.99268,121306.40039999998
18.02.2016 23:00:00.000 GMT+0100,0.99266,0.99671,0.98880,0.98925,123689.89970000002
19.02.2016 23:00:00.000 GMT+0100,0.98925,0.98925,0.98925,0.98925,0
20.02.2016 23:00:00.000 GMT+0100,0.98925,0.98925,0.98925,0.98925,0
21.02.2016 23:00:00.000 GMT+0100,0.98964,1.00030,0.98846,0.99950,114456.23030000001
22.02.2016 23:00:00.000 GMT+0100,0.99950,1.00005,0.98960,0.99121,107425.5406
23.02.2016 23:00:00.000 GMT+0100,0.99114,0.99521,0.98524,0.98876,117438.61170000002
24.02.2016 23:00:00.000 GMT+0100,0.98868,0.99521,0.98769,0.99029,108166.90010000003
25.02.2016 23:00:00.000 GMT+0100,0.99011,0.99885,0.98708,0.99629,102246.8297
26.02.2016 23:00:00.000 GMT+0100,0.99629,0.99629,0.99629,0.99629,0
27.02.2016 23:00:00.000 GMT+0100,0.99629,0.99629,0.99629,0.99629,0
28.02.2016 23:00:00.000 GMT+0100,0.99646,1.00379,0.99484,0.99819,101162.09980000003
29.02.2016 23:00:00.000 GMT+0100,0.99799,1.00091,0.99596,0.99717,108480.03950000001
01.03.2016 23:00:00.000 GMT+0100,0.99715,1.00084,0.99546,0.99643,118425.74919999999
02.03.2016 23:00:00.000 GMT+0100,0.99644,0.99822,0.98917,0.99192,116443.98000000001
03.03.2016 23:00:00.000 GMT+0100,0.99188,0.99882,0.98783,0.99262,129375.2198
04.03.2016 23:00:00.000 GMT+0100,0.99262,0.99262,0.99262,0.99262,0
05.03.2016 23:00:00.000 GMT+0100,0.99262,0.99262,0.99262,0.99262,0
06.03.2016 23:00:00.000 GMT+0100,0.99241,1.00118,0.99241,0.99517,104124.22960000002
07.03.2016 23:00:00.000 GMT+0100,0.99517,0.99702,0.99010,0.99568,103800.68089999999
08.03.2016 23:00:00.000 GMT+0100,0.99545,1.00389,0.99395,0.99725,107319.6897
09.03.2016 23:00:00.000 GMT+0100,0.99724,1.00921,0.98096,0.98487,149144.8299
10.03.2016 23:00:00.000 GMT+0100,0.98487,0.98900,0.98028,0.98201,117483.69980000002
11.03.2016 23:00:00.000 GMT+0100,0.98201,0.98201,0.98201,0.98201,0
12.03.2016 23:00:00.000 GMT+0100,0.98201,0.98201,0.98201,0.98201,0
13.03.2016 22:00:00.000 GMT+0100,0.98381,0.98814,0.98156,0.98718,99516.72929999999
14.03.2016 22:00:00.000 GMT+0100,0.98718,0.98956,0.98488,0.98702,96999.99050000003
15.03.2016 22:00:00.000 GMT+0100,0.98702,0.99130,0.97494,0.97666,115854.96019999999
16.03.2016 22:00:00.000 GMT+0100,0.97666,0.97862,0.96509,0.96752,124755.81169999998
17.03.2016 22:00:00.000 GMT+0100,0.96736,0.97168,0.96542,0.96914,113174.6803
18.03.2016 22:00:00.000 GMT+0100,0.96914,0.96914,0.96914,0.96914,0
19.03.2016 22:00:00.000 GMT+0100,0.96914,0.96914,0.96914,0.96914,0
20.03.2016 22:00:00.000 GMT+0100,0.96873,0.97299,0.96749,0.96977,89683.38940000001
21.03.2016 22:00:00.000 GMT+0100,0.96977,0.97359,0.96881,0.97266,103950.28939999998
22.03.2016 22:00:00.000 GMT+0100,0.97261,0.97657,0.97248,0.97519,93752.81
23.03.2016 22:00:00.000 GMT+0100,0.97488,0.97730,0.97366,0.97566,81334.2594
24.03.2016 22:00:00.000 GMT+0100,0.97563,0.97863,0.97505,0.97725,31216.1
25.03.2016 22:00:00.000 GMT+0100,0.97725,0.97725,0.97725,0.97725,0
26.03.2016 22:00:00.000 GMT+0100,0.97725,0.97725,0.97725,0.97725,0
27.03.2016 23:00:00.000 GMT+0200,0.97723,0.97856,0.97223,0.97373,42558.950600000004
28.03.2016 23:00:00.000 GMT+0200,0.97361,0.97624,0.96573,0.96646,110662.8604
29.03.2016 23:00:00.000 GMT+0200,0.96645,0.96699,0.95922,0.96491,105835.01060000001
30.03.2016 23:00:00.000 GMT+0200,0.96486,0.96623,0.95713,0.96165,112738.8704
31.03.2016 23:00:00.000 GMT+0200,0.96153,0.96251,0.95543,0.95757,106040.61959999998
01.04.2016 23:00:00.000 GMT+0200,0.95757,0.95757,0.95757,0.95757,0
02.04.2016 23:00:00.000 GMT+0200,0.95757,0.95757,0.95757,0.95757,0
03.04.2016 23:00:00.000 GMT+0200,0.95719,0.96146,0.95697,0.95837,91322.9199
04.04.2016 23:00:00.000 GMT+0200,0.95837,0.96044,0.95460,0.95601,102182.70990000002
05.04.2016 23:00:00.000 GMT+0200,0.95586,0.96213,0.95300,0.95563,105303.21099999998
06.04.2016 23:00:00.000 GMT+0200,0.95548,0.95808,0.95213,0.95563,109370.8204
07.04.2016 23:00:00.000 GMT+0200,0.95559,0.95822,0.95246,0.95330,89860.70000000001
08.04.2016 23:00:00.000 GMT+0200,0.95330,0.95330,0.95330,0.95330,0
09.04.2016 23:00:00.000 GMT+0200,0.95330,0.95330,0.95330,0.95330,0
10.04.2016 23:00:00.000 GMT+0200,0.95204,0.95700,0.95021,0.95412,90568.92070000002
11.04.2016 23:00:00.000 GMT+0200,0.95412,0.95930,0.94987,0.95498,95239.96080000004
12.04.2016 23:00:00.000 GMT+0200,0.95493,0.96714,0.95440,0.96680,103005.2697
13.04.2016 23:00:00.000 GMT+0200,0.96679,0.96877,0.96371,0.96677,96987.40050000002
14.04.2016 23:00:00.000 GMT+0200,0.96673,0.96876,0.96475,0.96735,81227.52989999996
15.04.2016 23:00:00.000 GMT+0200,0.96735,0.96735,0.96735,0.96735,0
16.04.2016 23:00:00.000 GMT+0200,0.96735,0.96735,0.96735,0.96735,0
17.04.2016 23:00:00.000 GMT+0200,0.96378,0.96788,0.96274,0.96397,81714.03
18.04.2016 23:00:00.000 GMT+0200,0.96387,0.96495,0.95846,0.96175,86880.25989999999
19.04.2016 23:00:00.000 GMT+0200,0.96175,0.97327,0.96023,0.97203,93062.87980000001
20.04.2016 23:00:00.000 GMT+0200,0.97196,0.97523,0.96474,0.97509,114508.5106
21.04.2016 23:00:00.000 GMT+0200,0.97513,0.97967,0.97317,0.97811,103607.4302
22.04.2016 23:00:00.000 GMT+0200,0.97811,0.97811,0.97811,0.97811,0
23.04.2016 23:00:00.000 GMT+0200,0.97811,0.97811,0.97811,0.97811,0
24.04.2016 23:00:00.000 GMT+0200,0.97839,0.97889,0.97358,0.97490,99197.84059999998
25.04.2016 23:00:00.000 GMT+0200,0.97488,0.97665,0.97014,0.97343,101593.0282
26.04.2016 23:00:00.000 GMT+0200,0.97328,0.97524,0.96793,0.97090,112893.05949999999
27.04.2016 23:00:00.000 GMT+0200,0.97090,0.97327,0.96562,0.96659,124216.0095
28.04.2016 23:00:00.000 GMT+0200,0.96659,0.96704,0.95677,0.95922,119393.51930000001
29.04.2016 23:00:00.000 GMT+0200,0.95922,0.95922,0.95922,0.95922,0
30.04.2016 23:00:00.000 GMT+0200,0.95922,0.95922,0.95922,0.95922,0
01.05.2016 23:00:00.000 GMT+0200,0.95732,0.96047,0.95344,0.95413,89712.02010000001
02.05.2016 23:00:00.000 GMT+0200,0.95383,0.95535,0.94437,0.95433,112008.57
03.05.2016 23:00:00.000 GMT+0200,0.95433,0.95896,0.95331,0.95747,113491.75910000001
04.05.2016 23:00:00.000 GMT+0200,0.95747,0.96961,0.95679,0.96761,98594.1102
05.05.2016 23:00:00.000 GMT+0200,0.96754,0.97285,0.96518,0.97217,99259.45090000003
06.05.2016 23:00:00.000 GMT+0200,0.97217,0.97217,0.97217,0.97217,0
07.05.2016 23:00:00.000 GMT+0200,0.97217,0.97217,0.97217,0.97217,0
08.05.2016 23:00:00.000 GMT+0200,0.97152,0.97354,0.96836,0.97108,82845.3107
09.05.2016 23:00:00.000 GMT+0200,0.97105,0.97623,0.96980,0.97588,81599.5301
10.05.2016 23:00:00.000 GMT+0200,0.97587,0.97602,0.96982,0.97093,78780.319
11.05.2016 23:00:00.000 GMT+0200,0.97089,0.97253,0.96635,0.97009,80039.4003
12.05.2016 23:00:00.000 GMT+0200,0.97005,0.97738,0.96981,0.97440,96681.2108
13.05.2016 23:00:00.000 GMT+0200,0.97440,0.97440,0.97440,0.97440,0
14.05.2016 23:00:00.000 GMT+0200,0.97440,0.97440,0.97440,0.97440,0
15.05.2016 23:00:00.000 GMT+0200,0.97387,0.97837,0.97386,0.97755,61828.929899999996
16.05.2016 23:00:00.000 GMT+0200,0.97752,0.98077,0.97508,0.98039,76366.2391
17.05.2016 23:00:00.000 GMT+0200,0.98035,0.98798,0.97978,0.98763,95734.98909999999
18.05.2016 23:00:00.000 GMT+0200,0.98763,0.99220,0.98623,0.99059,94201.8614
19.05.2016 23:00:00.000 GMT+0200,0.99051,0.99266,0.98956,0.99012,66664.5497
20.05.2016 23:00:00.000 GMT+0200,0.99012,0.99012,0.99012,0.99012,0
21.05.2016 23:00:00.000 GMT+0200,0.99012,0.99012,0.99012,0.99012,0
22.05.2016 23:00:00.000 GMT+0200,0.99045,0.99230,0.98828,0.98940,74192.3198
23.05.2016 23:00:00.000 GMT+0200,0.98926,0.99373,0.98896,0.99319,81310.58050000001
24.05.2016 23:00:00.000 GMT+0200,0.99301,0.99347,0.98963,0.99116,78417.57989999998
25.05.2016 23:00:00.000 GMT+0200,0.99110,0.99276,0.98717,0.98923,85318.7105
26.05.2016 23:00:00.000 GMT+0200,0.98920,0.99484,0.98848,0.99454,96915.0201
27.05.2016 23:00:00.000 GMT+0200,0.99454,0.99454,0.99454,0.99454,0
28.05.2016 23:00:00.000 GMT+0200,0.99454,0.99454,0.99454,0.99454,0
29.05.2016 23:00:00.000 GMT+0200,0.99430,0.99558,0.99194,0.99210,64807.880099999995
30.05.2016 23:00:00.000 GMT+0200,0.99210,0.99506,0.98860,0.99371,106173.0705
31.05.2016 23:00:00.000 GMT+0200,0.99370,0.99506,0.98616,0.98803,116493.5909
01.06.2016 23:00:00.000 GMT+0200,0.98793,0.99100,0.98581,0.99022,112542.9702
02.06.2016 23:00:00.000 GMT+0200,0.99022,0.99197,0.97534,0.97568,119939.2795
03.06.2016 23:00:00.000 GMT+0200,0.97568,0.97568,0.97568,0.97568,0
04.06.2016 23:00:00.000 GMT+0200,0.97568,0.97568,0.97568,0.97568,0
05.06.2016 23:00:00.000 GMT+0200,0.97580,0.97755,0.96813,0.97038,110852.1397
06.06.2016 23:00:00.000 GMT+0200,0.97032,0.97134,0.96445,0.96484,84426.4896
07.06.2016 23:00:00.000 GMT+0200,0.96483,0.96587,0.95809,0.95912,76075.86009999999
08.06.2016 23:00:00.000 GMT+0200,0.95912,0.96557,0.95776,0.96429,79164.8696
09.06.2016 23:00:00.000 GMT+0200,0.96431,0.96574,0.96160,0.96324,84214.6401
10.06.2016 23:00:00.000 GMT+0200,0.96324,0.96324,0.96324,0.96324,0
11.06.2016 23:00:00.000 GMT+0200,0.96324,0.96324,0.96324,0.96324,0
12.06.2016 23:00:00.000 GMT+0200,0.96291,0.96780,0.96291,0.96422,89550.74990000001
